Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	DOMAIN:PI-PLC Y-box	2	2.0408163265306123	0.06344593594233576	PLCB4, PLCB1	98	15	22253	30.276190476190475	0.9999999999999996	1.0	0.9981481481481481
GOTERM_MF_DIRECT	GO:0005543~phospholipid binding	3	3.061224489795918	0.06379041060710765	DAB1, PLEKHA2, ARHGAP26	96	125	28924	7.231	0.9999999662421144	0.6002400901035118	0.5703430741213446
GOTERM_MF_DIRECT	GO:0004672~protein kinase activity	4	4.081632653061225	0.06439357288466793	EPHA4, PRAG1, ROR1, TRIB2	96	279	28924	4.319593787335722	0.9999999714685206	0.6002400901035118	0.5703430741213446
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	3	3.061224489795918	0.0646182059296251	TFAP2A, TGFB1, SOX9	97	128	29712	7.179123711340207	1.0	0.5854506627458514	0.5679600205393364
UP_SEQ_FEATURE	ZN_FING:C2H2-type 5	4	4.081632653061225	0.0685708548507774	ZFP322A, SALL1, SALL3, ZFP91	98	216	22253	4.205026455026455	1.0	1.0	0.9981481481481481
GOTERM_BP_DIRECT	GO:0048015~phosphatidylinositol-mediated signaling	2	2.0408163265306123	0.06874550898829455	PLCB4, PLCB1	97	22	29712	27.846298031865043	1.0	0.6181965547081711	0.599727611994898
KEGG_PATHWAY	mmu04933:AGE-RAGE signaling pathway in diabetic complications	3	3.061224489795918	0.06939346228204649	TGFB1, PLCB4, PLCB1	42	101	9565	6.764497878359264	0.9999883843457262	0.7433404278923786	0.7433404278923786
GOTERM_BP_DIRECT	GO:0010463~mesenchymal cell proliferation	2	2.0408163265306123	0.07175663836058731	WNT5A, SOX9	97	23	29712	26.635589421783955	1.0	0.635784920768439	0.6167905164965188
GOTERM_BP_DIRECT	GO:0060384~innervation	2	2.0408163265306123	0.07175663836058731	EPHA4, POU4F1	97	23	29712	26.635589421783955	1.0	0.635784920768439	0.6167905164965188
KEGG_PATHWAY	mmu05142:Chagas disease	3	3.061224489795918	0.07180176559151177	TGFB1, PLCB4, PLCB1	42	103	9565	6.633148404993065	0.9999922867643283	0.7433404278923786	0.7433404278923786
GOTERM_CC_DIRECT	GO:0031258~lamellipodium membrane	2	2.0408163265306123	0.07245399214677033	FAP, FERMT2	98	23	29722	26.372670807453414	0.9999975917630426	0.43880217849746006	0.4081880730208931
KEGG_PATHWAY	mmu04922:Glucagon signaling pathway	3	3.061224489795918	0.07301617556956343	PLCB4, CREB3L1, PLCB1	42	104	9565	6.569368131868131	0.9999937280782112	0.7433404278923786	0.7433404278923786
KEGG_PATHWAY	mmu04925:Aldosterone synthesis and secretion	3	3.061224489795918	0.07301617556956343	PLCB4, CREB3L1, PLCB1	42	104	9565	6.569368131868131	0.9999937280782112	0.7433404278923786	0.7433404278923786
SMART	SM00324:RhoGAP	3	3.061224489795918	0.0731235601348595	ARHGAP8, CHN2, ARHGAP26	76	65	10943	6.645546558704454	0.9980239809432243	0.9993553218430798	0.9993553218430798
GOTERM_CC_DIRECT	GO:0090575~RNA polymerase II transcription regulator complex	3	3.061224489795918	0.07398408823503687	MLXIPL, NFIL3, POU4F1	98	137	29722	6.641293013555787	0.9999981871024171	0.43880217849746006	0.4081880730208931
GOTERM_BP_DIRECT	GO:0010763~positive regulation of fibroblast migration	2	2.0408163265306123	0.07475813260763503	TFAP2A, TGFB1	97	24	29712	25.525773195876287	1.0	0.6575441590671548	0.6378996862651486
